Span	400 Hz			
Bandwidth	512 Hz			
Sample frequency	1024 Hz			
X axis increment	0.000976563 s			
X axis	0-2 s			
X axis quantity	Time			
X axis unit	s			
Number of lines	2048			
Value type	Real			
Y axis quantity	Acceleration			
Y axis unit	g			
Socket ID	2013360010:P2			
Frontend serial number	0021144315			
Module serial number	2013360010			
Module ID	M1			
Position ID	P2			
HW Range	3.16 V			
User Range	3.16 V			
PhysicalChannelId	Input2			
Channel group	Group 1			
Channelgroup	Vibration			
Measured quantity	Acceleration			
Polarity	+			
Offset EU	0 g			
Actual sensitivity	97.1 mV/g			
Transducer sn				
Transducer id				
Cylinder offset	0 °			
User channel ID 3				
User comment				
User channel id				
Channel id	4			
Channel name	C2			
DOF id	Point2			
Point direction sign				
Point direction absolute	None			
Point direction	None			
Point id node	Point2			
Point id component				
Point id	Point2			
Original run	Run_30			
Original section	Section1			
Original project	FRF			
Original project dir	C:\Users\Medições LVA\Desktop\Teste Prédio Luiz\FRF_12_04\FRF.lms			
Average type	Linear average			
Number of averages	1			
Function class	Time			
Weighting	Linear			
Modified	Mon May 06 2024 15:49:05			
Created	Mon May 06 2024 15:49:05			
          0.000000000e+00	         -1.792104254e+00			
          9.765625000e-04	         -9.323639381e-01			
          1.953125000e-03	         -1.834384838e+00			
          2.929687500e-03	          4.878863951e-01			
          3.906250000e-03	          4.443904771e+00			
          4.882812500e-03	          5.744857295e-01			
          5.859375000e-03	          2.662951913e+00			
          6.835937500e-03	          1.690794306e+00			
          7.812500000e-03	         -1.403144120e+00			
          8.789062500e-03	         -1.601310751e+00			
          9.765625000e-03	         -3.572687766e+00			
          1.074218750e-02	          2.038832213e+00			
          1.171875000e-02	         -5.509407543e+00			
          1.269531250e-02	          6.767689811e-01			
          1.367187500e-02	          4.449343642e+00			
          1.464843750e-02	          4.326648921e+00			
          1.562500000e-02	         -3.394384078e+00			
          1.660156250e-02	         -1.265286049e+00			
          1.757812500e-02	          2.746317566e-01			
          1.855468750e-02	         -3.681116587e-01			
          1.953125000e-02	          5.324298849e+00			
          2.050781250e-02	          9.694841694e-01			
          2.148437500e-02	         -4.646318113e+00			
          2.246093750e-02	         -3.209176386e+00			
          2.343750000e-02	          2.883718816e+00			
          2.441406250e-02	         -4.278230450e+00			
          2.539062500e-02	          7.162648343e-03			
          2.636718750e-02	         -6.451627440e-01			
          2.734375000e-02	         -1.064938443e+00			
          2.832031250e-02	          1.959721196e+00			
          2.929687500e-02	         -2.462353992e+00			
          3.027343750e-02	          1.718161588e-01			
          3.125000000e-02	          7.529448774e+00			
          3.222656250e-02	         -1.130176976e+00			
          3.320312500e-02	         -1.904863176e+00			
          3.417968750e-02	         -3.621892776e+00			
          3.515625000e-02	         -3.065847840e+00			
          3.613281250e-02	          1.350487010e+00			
          3.710937500e-02	          5.182567305e+00			
          3.808593750e-02	          9.003921954e-01			
          3.906250000e-02	          9.923545955e-01			
          4.003906250e-02	          2.561904145e+00			
          4.101562500e-02	          1.598263785e+00			
          4.199218750e-02	         -6.283986381e+00			
          4.296875000e-02	         -5.066054427e+00			
          4.394531250e-02	          5.219198866e-01			
